object_id,title,object_name,culture,period,date_begin,date_end,country,region,city,geography,medium,classification,description,tags,image_url,image_small_url,object_url,is_public_domain,source,search_keywords,department,dynasty,reign,credit_line,cultural_context_reason,cultural_context,text_for_embedding,mid_year,visual_x,visual_y,semantic_x,semantic_y
436658,Hermann von Wedigh III (died 1560),Painting,,,1532,1532,,,,,Oil and gold on oak,Paintings,"Bequest of Edward S. Harkness, 1940",Men; Portraits; Latin,https://images.metmuseum.org/CRDImages/ep/original/DP164836.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP164836.jpg,https://www.metmuseum.org/art/collection/search/436658,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Paintings,,,"Bequest of Edward S. Harkness, 1940",insufficient or ambiguous contextual evidence,Other,Title: Hermann von Wedigh III (died 1560) Object type: Painting Medium: Oil and gold on oak Classification: Paintings Tags: Men; Portraits; Latin,1532.0,-0.17842172,0.3700251,-0.27742344,-0.30208737
436803,The Adoration of the Magi,Painting,,,1472,1474,,,,,Distemper on canvas,Paintings,"Bequest of George Blumenthal, 1941",Men; Dogs; Virgin Mary; Jesus; Adoration of the Magi; Joseph,https://images.metmuseum.org/CRDImages/ep/original/DP-16339-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-16339-001.jpg,https://www.metmuseum.org/art/collection/search/436803,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Paintings,,,"Bequest of George Blumenthal, 1941",insufficient or ambiguous contextual evidence,Other,Title: The Adoration of the Magi Object type: Painting Medium: Distemper on canvas Classification: Paintings Tags: Men; Dogs; Virgin Mary; Jesus; Adoration of the Magi; Joseph,1473.0,-0.32276708,0.3887376,-0.20379539,-0.30937812
436838,The Fortune-Teller,Painting,,,1630,1639,,,,,Oil on canvas,Paintings,"Rogers Fund, 1960",Men; Women,https://images.metmuseum.org/CRDImages/ep/original/DP-14286-015.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14286-015.jpg,https://www.metmuseum.org/art/collection/search/436838,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Paintings,,,"Rogers Fund, 1960",insufficient or ambiguous contextual evidence,Other,Title: The Fortune-Teller Object type: Painting Medium: Oil on canvas Classification: Paintings Tags: Men; Women,1634.5,-0.27417052,0.41530016,-0.37329355,-0.32184058
436884,The Chess Players,"Painting, cassone panel",,,1470,1480,,,,,Tempera on wood,Paintings,"Maitland F. Griggs Collection, Bequest of Maitland F. Griggs, 1943",Men; Women; Chess,https://images.metmuseum.org/CRDImages/ep/original/DT226950.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT226950.jpg,https://www.metmuseum.org/art/collection/search/436884,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Paintings,,,"Maitland F. Griggs Collection, Bequest of Maitland F. Griggs, 1943",insufficient or ambiguous contextual evidence,Other,"Title: The Chess Players Object type: Painting, cassone panel Medium: Tempera on wood Classification: Paintings Tags: Men; Women; Chess",1475.0,-0.35064426,0.38163766,-0.26471415,-0.16733405
436885,Scene from a Novella,"Painting, cassone panel",,,1467,1476,,,,,Tempera on wood,Paintings,"Gwynne Andrews Fund, 1986",Men; Women,https://images.metmuseum.org/CRDImages/ep/original/DT8310.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT8310.jpg,https://www.metmuseum.org/art/collection/search/436885,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Paintings,,,"Gwynne Andrews Fund, 1986",insufficient or ambiguous contextual evidence,Other,"Title: Scene from a Novella Object type: Painting, cassone panel Medium: Tempera on wood Classification: Paintings Tags: Men; Women",1471.5,-0.33559808,0.39209372,-0.2739945,-0.29591787
436896,Portrait of a Woman with a Man at a Casement,Painting,,,1435,1445,,,,,Tempera on wood,Paintings,"Marquand Collection, Gift of Henry G. Marquand, 1889",Men; Portraits; Profiles; Women,https://images.metmuseum.org/CRDImages/ep/original/DP159891.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP159891.jpg,https://www.metmuseum.org/art/collection/search/436896,True,The Metropolitan Museum of Art Collection API,Buddhist; China,European Paintings,,,"Marquand Collection, Gift of Henry G. Marquand, 1889",insufficient or ambiguous contextual evidence,Other,Title: Portrait of a Woman with a Man at a Casement Object type: Painting Medium: Tempera on wood Classification: Paintings Tags: Men; Portraits; Profiles; Women,1440.0,-0.24341117,0.34947148,-0.3282444,-0.324983
437059,Young Woman with a Pink,Painting,,,1485,1490,,,,,Oil on wood,Paintings,"The Jules Bache Collection, 1949",Portraits; Women,https://images.metmuseum.org/CRDImages/ep/original/DP-45396-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-45396-001.jpg,https://www.metmuseum.org/art/collection/search/437059,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Paintings,,,"The Jules Bache Collection, 1949",insufficient or ambiguous contextual evidence,Other,Title: Young Woman with a Pink Object type: Painting Medium: Oil on wood Classification: Paintings Tags: Portraits; Women,1487.5,-0.18937649,0.37051836,-0.30998102,-0.29487804
437061,Salvator Mundi,Painting,,,1480,1485,,,,,Oil on wood,Paintings,"The Friedsam Collection, Bequest of Michael Friedsam, 1931",Christ; Cross,https://images.metmuseum.org/CRDImages/ep/original/DP-19586-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-19586-001.jpg,https://www.metmuseum.org/art/collection/search/437061,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Paintings,,,"The Friedsam Collection, Bequest of Michael Friedsam, 1931",insufficient or ambiguous contextual evidence,Other,Title: Salvator Mundi Object type: Painting Medium: Oil on wood Classification: Paintings Tags: Christ; Cross,1482.5,-0.16677788,0.36361828,-0.27622366,-0.29822516
437159,Young Woman Knitting,Painting,,,1878,1888,,,,,Oil on canvas,Paintings,"Bequest of Miss Adelaide Milton de Groot (1876-1967), 1967",Women; Knitting,https://images.metmuseum.org/CRDImages/ep/original/DT1928.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT1928.jpg,https://www.metmuseum.org/art/collection/search/437159,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Paintings,,,"Bequest of Miss Adelaide Milton de Groot (1876-1967), 1967",insufficient or ambiguous contextual evidence,Other,Title: Young Woman Knitting Object type: Painting Medium: Oil on canvas Classification: Paintings Tags: Women; Knitting,1883.0,-0.29081827,0.22678071,-0.31962776,-0.27286196
437173,Don Andrés de Andrade y la Cal,Painting,,,1665,1672,,,,,Oil on canvas,Paintings,"Bequest of Collis P. Huntington, by exchange, 1927",Men; Portraits; Dogs,https://images.metmuseum.org/CRDImages/ep/original/DP-16333-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-16333-001.jpg,https://www.metmuseum.org/art/collection/search/437173,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Paintings,,,"Bequest of Collis P. Huntington, by exchange, 1927",insufficient or ambiguous contextual evidence,Other,Title: Don Andrés de Andrade y la Cal Object type: Painting Medium: Oil on canvas Classification: Paintings Tags: Men; Portraits; Dogs,1668.5,-0.15401706,0.4523854,-0.3694575,-0.26105377
437202,Christ Bearing the Cross,Painting,,,1465,1475,,,,,Oil on wood,Paintings,"Bequest of George D. Pratt, 1935",Towns; Horses; Christ; Bearing the Cross; Crowd,https://images.metmuseum.org/CRDImages/ep/original/DP-20751-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-20751-001.jpg,https://www.metmuseum.org/art/collection/search/437202,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Paintings,,,"Bequest of George D. Pratt, 1935",insufficient or ambiguous contextual evidence,Other,Title: Christ Bearing the Cross Object type: Painting Medium: Oil on wood Classification: Paintings Tags: Towns; Horses; Christ; Bearing the Cross; Crowd,1470.0,-0.3300068,0.24557637,-0.27407256,-0.29005682
437261,The Penitence of Saint Jerome,"Painting, triptych",,,1510,1520,,,,,Oil on wood,Paintings,"Fletcher Fund, 1936",Landscapes; Saint Jerome; Saint John the Baptist; Jesus; Baptism of Christ,https://images.metmuseum.org/CRDImages/ep/original/DT5549.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT5549.jpg,https://www.metmuseum.org/art/collection/search/437261,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Paintings,,,"Fletcher Fund, 1936",insufficient or ambiguous contextual evidence,Other,"Title: The Penitence of Saint Jerome Object type: Painting, triptych Medium: Oil on wood Classification: Paintings Tags: Landscapes; Saint Jerome; Saint John the Baptist; Jesus; Baptism of Christ",1515.0,-0.33564568,0.3216444,-0.35548466,-0.26112124
437368,Holy Family with an Angel,Painting,,,1485,1495,,,,,"Tempera on canvas, transferred from wood",Paintings,"Bequest of Benjamin Altman, 1913",Angels; Madonna and Child; Saint Joseph,https://images.metmuseum.org/CRDImages/ep/original/DP-15089-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-15089-001.jpg,https://www.metmuseum.org/art/collection/search/437368,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Paintings,,,"Bequest of Benjamin Altman, 1913",insufficient or ambiguous contextual evidence,Other,"Title: Holy Family with an Angel Object type: Painting Medium: Tempera on canvas, transferred from wood Classification: Paintings Tags: Angels; Madonna and Child; Saint Joseph",1490.0,-0.27528813,0.44679675,-0.18440944,-0.30329865
437422,Charity,Painting,,,1625,1635,,,,,Oil on canvas,Paintings,"Gift of Mr. and Mrs. Charles Wrightsman, 1974",Children; Women; Allegory; Nursing,https://images.metmuseum.org/CRDImages/ep/original/DT10776.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT10776.jpg,https://www.metmuseum.org/art/collection/search/437422,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Paintings,,,"Gift of Mr. and Mrs. Charles Wrightsman, 1974",insufficient or ambiguous contextual evidence,Other,Title: Charity Object type: Painting Medium: Oil on canvas Classification: Paintings Tags: Children; Women; Allegory; Nursing,1630.0,-0.25515512,0.48567128,-0.4178867,-0.29303455
437508,Self-Portrait,Painting,,,1642,1652,,,,,Oil on canvas,Paintings,"Bequest of Mary L. Harrison, 1921",Skulls; Men; Self-portraits; Writing,https://images.metmuseum.org/CRDImages/ep/original/DP323414.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP323414.jpg,https://www.metmuseum.org/art/collection/search/437508,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Paintings,,,"Bequest of Mary L. Harrison, 1921",insufficient or ambiguous contextual evidence,Other,Title: Self-Portrait Object type: Painting Medium: Oil on canvas Classification: Paintings Tags: Skulls; Men; Self-portraits; Writing,1647.0,-0.18874927,0.46853304,-0.3820168,-0.31440648
437654,Circus Sideshow (Parade de cirque),Painting,,,1887,1888,,,,,Oil on canvas,Paintings,"Bequest of Stephen C. Clark, 1960",Musical Instruments; Men; Women; Circus; Musicians,https://images.metmuseum.org/CRDImages/ep/original/DP375450_cropped.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP375450_cropped.jpg,https://www.metmuseum.org/art/collection/search/437654,True,The Metropolitan Museum of Art Collection API,Ritual,European Paintings,,,"Bequest of Stephen C. Clark, 1960",insufficient or ambiguous contextual evidence,Other,Title: Circus Sideshow (Parade de cirque) Object type: Painting Medium: Oil on canvas Classification: Paintings Tags: Musical Instruments; Men; Women; Circus; Musicians,1887.5,-0.18171042,0.030130377,-0.2827158,-0.18202165
437769,Clothing the Naked,Painting,,,1656,1666,,,,,Oil on canvas,Paintings,"Gift of Mr. and Mrs. Charles Wrightsman, 1984",Men,https://images.metmuseum.org/CRDImages/ep/original/DP-15762-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-15762-001.jpg,https://www.metmuseum.org/art/collection/search/437769,True,The Metropolitan Museum of Art Collection API,India,European Paintings,,,"Gift of Mr. and Mrs. Charles Wrightsman, 1984",insufficient or ambiguous contextual evidence,Other,Title: Clothing the Naked Object type: Painting Medium: Oil on canvas Classification: Paintings Tags: Men,1661.0,-0.20863618,0.5217187,-0.35314783,-0.3132802
437868,"Don Gaspar de Guzmán (1587–1645), Count-Duke of Olivares",Painting,,,1631,1660,,,,,Oil on canvas,Paintings,"Fletcher Fund, 1952",Men; Portraits; Horses,https://images.metmuseum.org/CRDImages/ep/original/DP-14936-011.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14936-011.jpg,https://www.metmuseum.org/art/collection/search/437868,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Paintings,,,"Fletcher Fund, 1952",insufficient or ambiguous contextual evidence,Other,"Title: Don Gaspar de Guzmán (1587–1645), Count-Duke of Olivares Object type: Painting Medium: Oil on canvas Classification: Paintings Tags: Men; Portraits; Horses",1645.5,-0.17337567,0.3088392,-0.28142482,-0.19898488
437873,"Philip IV (1605–1665), King of Spain",Painting,,,1624,1624,,,,,Oil on canvas,Paintings,"Bequest of Benjamin Altman, 1913",Kings; Philip IV; Men; Portraits,https://images.metmuseum.org/CRDImages/ep/original/DP239023.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP239023.jpg,https://www.metmuseum.org/art/collection/search/437873,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Paintings,,,"Bequest of Benjamin Altman, 1913",insufficient or ambiguous contextual evidence,Other,"Title: Philip IV (1605–1665), King of Spain Object type: Painting Medium: Oil on canvas Classification: Paintings Tags: Kings; Philip IV; Men; Portraits",1624.0,-0.20895939,0.31007546,-0.30569977,-0.23221624
437878,A Maid Asleep,Painting,,,1656,1657,,,,,Oil on canvas,Paintings,"Bequest of Benjamin Altman, 1913",Interiors; Fruit; Sleeping; Women; Servants,https://images.metmuseum.org/CRDImages/ep/original/DP355525.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP355525.jpg,https://www.metmuseum.org/art/collection/search/437878,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Paintings,,,"Bequest of Benjamin Altman, 1913",insufficient or ambiguous contextual evidence,Other,Title: A Maid Asleep Object type: Painting Medium: Oil on canvas Classification: Paintings Tags: Interiors; Fruit; Sleeping; Women; Servants,1656.5,-0.21283342,0.23027728,-0.32678315,-0.28032863
437898,"Madame Grand (Noël Catherine Vorlée, 1761–1835)",Painting,,,1783,1783,,,,,Oil on canvas,Paintings,"Bequest of Edward S. Harkness, 1940",Portraits; Women,https://images.metmuseum.org/CRDImages/ep/original/DP320094.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP320094.jpg,https://www.metmuseum.org/art/collection/search/437898,True,The Metropolitan Museum of Art Collection API,India,European Paintings,,,"Bequest of Edward S. Harkness, 1940",insufficient or ambiguous contextual evidence,Other,"Title: Madame Grand (Noël Catherine Vorlée, 1761–1835) Object type: Painting Medium: Oil on canvas Classification: Paintings Tags: Portraits; Women",1783.0,-0.18336521,0.45180684,-0.3381815,-0.3215821
437936,Ariadne,Painting,,,1894,1894,,,,,Oil on canvas,Paintings,"Rogers Fund, 1905",Animals; Ariadne; Satyrs; Panthers,https://images.metmuseum.org/CRDImages/ep/original/DP169627.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP169627.jpg,https://www.metmuseum.org/art/collection/search/437936,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Paintings,,,"Rogers Fund, 1905",insufficient or ambiguous contextual evidence,Other,Title: Ariadne Object type: Painting Medium: Oil on canvas Classification: Paintings Tags: Animals; Ariadne; Satyrs; Panthers,1894.0,-0.23322433,0.41988513,-0.3324612,-0.14380398
438779,A Peasant Family,Painting,,,1640,1648,,,,,Oil on copper,Paintings,"Gift of Michel David-Weill, 2023",Boys; Girls; Men; Cats; Family,https://images.metmuseum.org/CRDImages/ep/original/DP131218.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP131218.jpg,https://www.metmuseum.org/art/collection/search/438779,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Paintings,,,"Gift of Michel David-Weill, 2023",insufficient or ambiguous contextual evidence,Other,Title: A Peasant Family Object type: Painting Medium: Oil on copper Classification: Paintings Tags: Boys; Girls; Men; Cats; Family,1644.0,-0.25170666,0.43332398,-0.35168302,-0.1324398
438821,Ia Orana Maria (Hail Mary),Painting,,,1891,1891,,,,,Oil on canvas,Paintings,"Bequest of Sam A. Lewisohn, 1951",Women; Landscapes; Angels; Virgin Mary; Jesus,https://images.metmuseum.org/CRDImages/ep/original/DT1025.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT1025.jpg,https://www.metmuseum.org/art/collection/search/438821,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Paintings,,,"Bequest of Sam A. Lewisohn, 1951",insufficient or ambiguous contextual evidence,Other,Title: Ia Orana Maria (Hail Mary) Object type: Painting Medium: Oil on canvas Classification: Paintings Tags: Women; Landscapes; Angels; Virgin Mary; Jesus,1891.0,-0.25869823,0.1383403,-0.28140095,-0.2939399
439327,Christ Blessing,Painting,,,1500,1505,,,,,Oil on wood,Paintings,"Purchase, The Cloisters Collection, Hester Diamond and Kowitz Family Foundation Gifts, Dodge Fund, and Malcolm Hewitt Wiener Foundation Gift, 2009",Christ,https://images.metmuseum.org/CRDImages/ep/original/DP218061.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP218061.jpg,https://www.metmuseum.org/art/collection/search/439327,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Paintings,,,"Purchase, The Cloisters Collection, Hester Diamond and Kowitz Family Foundation Gifts, Dodge Fund, and Malcolm Hewitt Wiener Foundation Gift, 2009",insufficient or ambiguous contextual evidence,Other,Title: Christ Blessing Object type: Painting Medium: Oil on wood Classification: Paintings Tags: Christ,1502.5,-0.13869394,0.31920984,-0.3047797,-0.36678854
444859,Coin,Coin,,,1618,1620,India,,Agra,Made in,Gold,Coins,"Bequest of Joseph H. Durkee, 1898",Fish,https://images.metmuseum.org/CRDImages/is/original/DP25.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP25.jpg,https://www.metmuseum.org/art/collection/search/444859,True,The Metropolitan Museum of Art Collection API,India,Islamic Art,,,"Bequest of Joseph H. Durkee, 1898",geography matched South Asia indicators,South_Asia,Title: Coin Object type: Coin Country: India Medium: Gold Classification: Coins Tags: Fish,1619.0,0.1618119,-0.08375403,-0.04986009,0.05158345
444863,Coin with Sign of Libra,Coin,,,1624,1626,India,,Agra,Attributed to,Gold,Coins,"Bequest of Joseph H. Durkee, 1898",Scales,https://images.metmuseum.org/CRDImages/is/original/DP27.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP27.jpg,https://www.metmuseum.org/art/collection/search/444863,True,The Metropolitan Museum of Art Collection API,India,Islamic Art,,,"Bequest of Joseph H. Durkee, 1898",geography matched South Asia indicators,South_Asia,Title: Coin with Sign of Libra Object type: Coin Country: India Medium: Gold Classification: Coins Tags: Scales,1625.0,0.14997973,-0.114551485,-0.00069861964,0.013426518
444865,Coin,Coin,,,1621,1622,India,,Agra,Made in,Gold,Coins,"Bequest of Joseph H. Durkee, 1898",Persian; Zodiac,https://images.metmuseum.org/CRDImages/is/original/DP29.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP29.jpg,https://www.metmuseum.org/art/collection/search/444865,True,The Metropolitan Museum of Art Collection API,India,Islamic Art,,,"Bequest of Joseph H. Durkee, 1898",geography matched South Asia indicators,South_Asia,Title: Coin Object type: Coin Country: India Medium: Gold Classification: Coins Tags: Persian; Zodiac,1621.5,0.18720378,-0.1051461,0.07325717,0.029956287
444866,Coin,Coin,,,1618,1620,India,,Agra,Made in,Gold,Coins,"Bequest of Joseph H. Durkee, 1898",Bulls; Zodiac,https://images.metmuseum.org/CRDImages/is/original/DP31.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP31.jpg,https://www.metmuseum.org/art/collection/search/444866,True,The Metropolitan Museum of Art Collection API,India,Islamic Art,,,"Bequest of Joseph H. Durkee, 1898",geography matched South Asia indicators,South_Asia,Title: Coin Object type: Coin Country: India Medium: Gold Classification: Coins Tags: Bulls; Zodiac,1619.0,0.17429689,-0.08082084,-0.0052649514,0.037501823
446273,Seal Ring with Inscription,Ring,,,1475,1525,Iran or Central Asia,,,Attributed to,"Gold, cast and chased; nephrite, carved",Jewelry,"Rogers Fund, 1912",Arabic,https://images.metmuseum.org/CRDImages/is/original/DP236373.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP236373.jpg,https://www.metmuseum.org/art/collection/search/446273,True,The Metropolitan Museum of Art Collection API,Ritual,Islamic Art,,,"Rogers Fund, 1912",insufficient or ambiguous contextual evidence,Other,"Title: Seal Ring with Inscription Object type: Ring Country: Iran or Central Asia Medium: Gold, cast and chased; nephrite, carved Classification: Jewelry Tags: Arabic",1500.0,0.2020891,-0.04607902,0.09075494,0.056687523
446561,"""Alexander is Lowered into the Sea"", Folio from a Khamsa (Quintet) of Amir Khusrau Dihlavi",Folio from an illustrated manuscript,,,1572,1623,India,,,Attributed to,"Main support: Ink, watercolor, gold on paper
Margins: Gold on dyed paper",Codices,"Gift of Alexander Smith Cochran, 1913",Alexander The Great; Men; Boats,https://images.metmuseum.org/CRDImages/is/original/DP120802.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP120802.jpg,https://www.metmuseum.org/art/collection/search/446561,True,The Metropolitan Museum of Art Collection API,India; China,Islamic Art,,,"Gift of Alexander Smith Cochran, 1913",geography matched South Asia indicators,South_Asia,"Title: ""Alexander is Lowered into the Sea"", Folio from a Khamsa (Quintet) of Amir Khusrau Dihlavi Object type: Folio from an illustrated manuscript Country: India Medium: Main support: Ink, watercolor, gold on paper
Margins: Gold on dyed paper Classification: Codices Tags: Alexander The Great; Men; Boats",1597.5,-0.40557775,-0.073348254,0.046826392,-0.21065874
446563,"""A Muslim Pilgrim Learns a Lesson in Piety from a Brahman"", Folio from a Khamsa (Quintet) of Amir Khusrau Dihlavi",Folio from an illustrated manuscript,,,1572,1623,India,,,Attributed to,"Image: Ink, opaque watercolor, and gold on paper
Margins: Gold on dyed paper",Codices,"Gift of Alexander Smith Cochran, 1913",Animals; Men; Landscapes,https://images.metmuseum.org/CRDImages/is/original/DP159383.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP159383.jpg,https://www.metmuseum.org/art/collection/search/446563,True,The Metropolitan Museum of Art Collection API,India,Islamic Art,,,"Gift of Alexander Smith Cochran, 1913",geography matched South Asia indicators,South_Asia,"Title: ""A Muslim Pilgrim Learns a Lesson in Piety from a Brahman"", Folio from a Khamsa (Quintet) of Amir Khusrau Dihlavi Object type: Folio from an illustrated manuscript Country: India Medium: Image: Ink, opaque watercolor, and gold on paper
Margins: Gold on dyed paper Classification: Codices Tags: Animals; Men; Landscapes",1597.5,-0.4278192,-0.08446038,0.19311637,-0.17914006
447298,"""Kai Kavus Attempts to Fly to Heaven"", Folio from a Shahnama (Book of Kings)",Folio from an illustrated manuscript,,,1425,1475,India,,,Attributed to,"Image: Ink, opaque watercolor, and gold on paper
Margins: Ink and gold on dyed paper",Codices,"The Grinnell Collection, Bequest of William Milne Grinnell, 1920",Birds; Men,https://images.metmuseum.org/CRDImages/is/original/DP234079.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP234079.jpg,https://www.metmuseum.org/art/collection/search/447298,True,The Metropolitan Museum of Art Collection API,India,Islamic Art,,,"The Grinnell Collection, Bequest of William Milne Grinnell, 1920",geography matched South Asia indicators,South_Asia,"Title: ""Kai Kavus Attempts to Fly to Heaven"", Folio from a Shahnama (Book of Kings) Object type: Folio from an illustrated manuscript Country: India Medium: Image: Ink, opaque watercolor, and gold on paper
Margins: Ink and gold on dyed paper Classification: Codices Tags: Birds; Men",1450.0,-0.30225945,-0.19106328,0.16112886,-0.20304543
447752,"""Misbah the Grocer Brings the Spy Parran to his House"", Folio from a Hamzanama (The Adventures of Hamza)",Folio from an illustrated manuscript,,,1545,1595,India,,,Attributed to,"Ink, opaque watercolor, and gold on cloth; mounted on paper",Codices,"Rogers Fund, 1924",Historical Figures; Men; Women,https://images.metmuseum.org/CRDImages/is/original/DT4836.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DT4836.jpg,https://www.metmuseum.org/art/collection/search/447752,True,The Metropolitan Museum of Art Collection API,India,Islamic Art,,,"Rogers Fund, 1924",geography matched South Asia indicators,South_Asia,"Title: ""Misbah the Grocer Brings the Spy Parran to his House"", Folio from a Hamzanama (The Adventures of Hamza) Object type: Folio from an illustrated manuscript Country: India Medium: Ink, opaque watercolor, and gold on cloth; mounted on paper Classification: Codices Tags: Historical Figures; Men; Women",1570.0,-0.36337695,-0.1704314,0.08456054,-0.088807754
