object_id_1,object_id_2,multimodal_similarity
309519,324139,0.6312865018844604
309540,316691,0.8538941144943237
309540,313251,0.7819327712059021
309540,309943,0.7666690349578857
309540,309944,0.752708375453949
309540,317753,0.7419148087501526
309540,313398,0.7257047891616821
309540,313511,0.7313841581344604
309540,315735,0.6391170024871826
309540,316427,0.677910327911377
309540,316436,0.6601789593696594
309540,316437,0.7249938249588013
309540,325818,0.6102076768875122
309540,453312,0.6643669605255127
309713,310542,0.8225464820861816
309713,319633,0.783385157585144
309713,314523,0.7597463726997375
309713,314518,0.7593950629234314
309713,318662,0.7572921514511108
309713,452211,0.6017283201217651
309713,454738,0.6148521900177002
309943,309944,0.8985865712165833
309943,313251,0.8876915574073792
309943,317753,0.8825727701187134
309943,312558,0.8507486581802368
309943,318622,0.7159287333488464
309943,328593,0.6991106271743774
309944,313251,0.9376879334449768
309944,317753,0.9209581017494202
309944,312558,0.9027959704399109
309944,313658,0.7426895499229431
309944,318622,0.7210891246795654
310364,314217,0.8740779757499695
310364,318662,0.8590163588523865
310364,319633,0.8068506717681885
310364,310542,0.770029604434967
310364,314523,0.7493377327919006
310364,310552,0.7185271382331848
310364,316813,0.7399469614028931
310364,327399,0.6357495784759521
310472,310540,0.8056375980377197
310472,310498,0.7907723188400269
310472,310599,0.7666073441505432
310472,316304,0.7601022124290466
310472,313325,0.7327195405960083
310472,450761,0.71373450756073
310480,312807,0.7948302626609802
310480,320347,0.7945247292518616
310480,310540,0.7909462451934814
310480,313262,0.7875263690948486
310480,317760,0.7429717183113098
310480,448959,0.7487944960594177
310498,312558,0.7788621783256531
310498,313262,0.7785027027130127
310498,313251,0.7724289298057556
310498,317802,0.6785315275192261
310498,317803,0.7142597436904907
310498,317804,0.5775949954986572
310513,319873,0.7872841358184814
310513,313325,0.6896472573280334
310513,314524,0.6789002418518066
310513,313262,0.6779257655143738
310513,310540,0.6753770112991333
310540,313262,0.8113903403282166
310540,318345,0.7941106557846069
310540,310599,0.6940031051635742
310540,310681,0.6867598295211792
310540,311159,0.6592701077461243
310540,312581,0.710319459438324
310540,313240,0.749733030796051
310540,313256,0.744035005569458
310540,313325,0.7614374160766602
310540,316304,0.7501532435417175
310540,317760,0.7275514006614685
310540,319873,0.7285740375518799
310540,320347,0.7740931510925293
310540,324599,0.6616984009742737
310540,451909,0.7151313424110413
310540,454353,0.6233283281326294
310542,319633,0.787256121635437
310542,314217,0.7868038415908813
310542,314518,0.7719741463661194
310542,310552,0.7097153663635254
310542,312581,0.6968333125114441
310542,313256,0.7244988083839417
310542,327399,0.6315805315971375
310552,310681,0.7323160171508789
310552,312581,0.6876910924911499
310599,312807,0.7106680274009705
310599,320347,0.6824657917022705
310681,313256,0.7021758556365967
310681,318345,0.6918343901634216
311159,317760,0.6624258756637573
311159,317877,0.658913791179657
311159,312336,0.650245189666748
312336,312558,0.7134302854537964
312336,313256,0.7042199373245239
312558,313251,0.9440200328826904
312558,317753,0.9424305558204651
312558,313658,0.7870681285858154
312558,315735,0.6387213468551636
312581,318345,0.6891403794288635
312581,313256,0.6835703253746033
312694,316437,0.7433139681816101
312694,316436,0.6751452088356018
312694,453312,0.6478292346000671
312694,313398,0.6430650353431702
312694,317877,0.6380330324172974
312807,320347,0.7921784520149231
312807,450483,0.7777725458145142
312807,448959,0.760144054889679
312807,313262,0.7567533254623413
312807,313398,0.7003546357154846
312807,317803,0.7218223810195923
312807,317804,0.6628811955451965
313240,318662,0.7459192872047424
313240,318345,0.7330999970436096
313240,313262,0.7081749439239502
313240,316274,0.7027488946914673
313251,317753,0.9474778175354004
313251,313658,0.786462128162384
313251,313256,0.7217506170272827
313251,313511,0.7157354354858398
313251,315735,0.644664466381073
313251,318622,0.7225814461708069
313251,328593,0.7080488204956055
313256,318345,0.7466859221458435
313256,313262,0.7233899831771851
313262,319873,0.7879540920257568
313262,318345,0.7823559045791626
313262,313325,0.7542275190353394
313262,317760,0.7569089531898499
313262,320347,0.7487387657165527
313289,316846,0.7880353331565857
313289,314523,0.7263705134391785
313289,314522,0.7245581746101379
313289,314518,0.7109740972518921
313289,316847,0.6907542943954468
313289,317802,0.6669806241989136
313325,318345,0.7495941519737244
313325,319873,0.7329381108283997
313398,318622,0.7168840169906616
313398,320347,0.7082688808441162
313398,316427,0.6871155500411987
313398,316437,0.6858416199684143
313511,320347,0.7198382616043091
313511,314518,0.7189178466796875
313511,315668,0.6590201258659363
313511,316691,0.7054544687271118
313511,317619,0.6665470004081726
313511,317802,0.6720408797264099
313511,327399,0.627804696559906
313658,317753,0.7688391208648682
313676,316846,0.6282952427864075
313676,320054,0.6061413288116455
314217,318662,0.8873142600059509
314217,319633,0.8232129216194153
314217,316304,0.793942928314209
314217,314518,0.7915895581245422
314217,314522,0.7456408739089966
314217,314523,0.7909999489784241
314217,314524,0.7733394503593445
314217,316274,0.7578030228614807
314217,316813,0.7673152685165405
314518,314522,0.8626773357391357
314518,314523,0.8168172836303711
314518,314524,0.8125706911087036
314518,319633,0.8050240874290466
314518,316846,0.7136887907981873
314518,317619,0.6942635178565979
314522,314524,0.8070720434188843
314522,314523,0.7985955476760864
314522,316813,0.7930498719215393
314522,316847,0.6591254472732544
314522,317619,0.6658362150192261
314522,324139,0.659050703048706
314522,327315,0.658332347869873
314522,452032,0.6614646911621094
314523,314524,0.9091463088989258
314523,319633,0.8730527758598328
314523,316846,0.7182204723358154
314523,316847,0.643301784992218
314523,317619,0.6708307862281799
314524,319633,0.8568224310874939
314524,316813,0.7351450324058533
314524,316846,0.7138409614562988
